ID,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Amount Purchased,Children,Clusters
231,3,4,28839.0,642,86,24,0,7,0,0,1,2,2,0,3,5,0,0,69,32,2,1
2392,2,1,40321.0,336,59,44,4,21,6,0,27,2,3,0,3,7,0,0,53,102,2,1
9478,2,3,66503.0,38,30,91,64,128,65,3,50,2,4,3,6,3,0,0,40,401,1,2
113,2,1,30833.0,323,33,11,0,7,3,1,6,2,1,0,3,5,0,0,74,28,2,1
1802,2,1,64795.0,159,23,412,5,119,38,29,77,3,3,3,12,2,0,0,54,680,1,2
520,2,1,34421.0,149,81,3,3,7,6,2,9,1,1,0,2,7,0,0,51,30,1,1
8275,4,0,47025.0,629,6,16,0,3,0,0,1,1,1,0,2,7,0,0,60,20,2,1
9750,4,0,64325.0,311,41,731,60,353,78,12,73,5,10,3,5,7,0,0,64,1307,1,2
2607,2,3,40464.0,427,78,424,17,118,7,23,41,6,8,2,8,8,0,0,72,630,1,3
7214,2,1,62187.0,256,49,792,0,275,45,45,126,1,4,8,5,3,0,0,68,1283,0,2
3896,2,1,27255.0,318,3,22,1,11,0,1,2,1,1,0,3,7,0,0,41,37,1,1
10350,4,1,54432.0,373,37,33,0,5,0,0,0,1,1,0,3,4,0,0,75,38,3,1
7786,4,3,29999.0,183,22,68,7,59,10,5,11,4,3,1,4,8,0,0,39,160,1,1
2861,2,3,24072.0,239,79,9,1,6,3,0,4,1,1,0,2,8,0,0,42,23,1,1
663,4,3,33996.0,435,46,40,2,15,8,0,6,1,1,1,3,4,0,0,36,71,0,1
10675,4,1,66334.0,201,82,909,11,218,0,0,23,2,9,3,5,5,0,1,69,1161,1,2
2521,3,1,35178.0,398,10,23,1,13,2,2,18,1,1,1,2,7,0,1,54,59,1,1
9592,2,4,22010.0,309,51,11,2,9,3,0,8,2,2,0,3,8,0,0,42,33,1,1
10151,2,0,62204.0,123,38,317,46,247,151,46,139,1,4,5,12,3,0,0,65,946,2,2
7381,2,0,75693.0,26,10,797,153,293,72,97,30,1,11,4,6,4,0,1,57,1442,0,0
4099,2,1,30675.0,125,14,10,2,16,11,2,21,1,1,0,3,8,0,0,53,62,1,1
9560,2,4,83003.0,200,18,856,61,570,40,25,122,1,7,6,8,3,0,1,60,1674,0,0
1150,4,4,83532.0,394,36,755,144,562,104,64,224,1,4,6,4,1,0,0,126,1853,0,0
10172,2,3,68655.0,77,95,456,19,832,75,118,38,1,4,5,11,3,0,0,37,1538,0,0
11191,2,0,41411.0,319,11,37,32,38,11,3,18,1,2,1,4,6,0,0,39,139,0,1
9707,4,1,55212.0,114,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,56,1182,1,3
6245,4,4,59292.0,293,71,378,14,68,19,14,14,2,3,5,8,3,0,0,75,507,1,2
8234,1,4,27190.0,352,13,1,6,7,0,1,3,1,1,0,2,8,0,1,52,18,1,1
1411,2,0,82623.0,407,58,204,34,204,172,153,173,1,2,9,4,1,0,0,73,940,0,0
8553,2,1,44300.0,302,65,30,0,9,0,0,3,2,1,0,3,6,0,0,60,42,2,1
8842,2,5,30372.0,138,33,15,0,12,7,3,7,3,2,0,3,7,0,0,54,44,2,1
11030,3,1,33181.0,527,90,9,0,3,0,0,4,1,1,0,2,6,0,0,49,16,1,1
2579,2,1,71113.0,470,95,495,33,255,11,33,8,4,6,7,9,4,0,0,68,835,1,2
175,2,1,71952.0,398,93,656,80,455,52,107,93,2,8,4,8,4,0,0,39,1443,1,0
9185,4,3,69759.0,424,38,452,20,514,13,30,0,3,4,6,5,3,0,1,59,1029,0,2
11056,2,1,72099.0,95,18,546,91,410,119,0,22,1,3,4,10,1,0,0,51,1188,0,0
9365,4,3,60000.0,135,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,49,1277,1,3
6201,2,3,38643.0,452,45,22,2,14,0,1,10,2,2,0,3,7,1,0,47,49,2,1
2061,2,1,50737.0,431,61,78,0,11,0,0,10,1,2,0,4,6,0,0,70,99,1,1
6184,4,1,68462.0,126,6,561,64,785,84,128,48,1,3,3,8,1,0,0,56,1670,0,0
6142,3,1,65073.0,357,65,629,17,177,69,0,8,1,5,3,5,2,1,0,82,900,0,2
4107,4,4,46681.0,347,52,269,15,69,15,19,38,2,4,6,4,5,0,0,77,425,2,2
7274,2,1,78618.0,74,87,736,163,818,212,163,61,1,4,7,10,2,0,0,68,2153,0,0
9336,4,5,62187.0,539,38,512,0,83,0,0,41,3,6,2,10,4,0,0,56,636,1,2
2958,2,1,28442.0,522,53,19,3,10,11,8,6,3,2,1,4,4,0,0,47,57,2,1
933,4,1,37717.0,114,31,9,0,6,4,1,5,1,1,0,2,9,0,0,47,25,1,1
5837,2,1,51479.0,140,67,247,8,160,6,8,65,7,6,3,6,7,0,0,58,494,2,3
10704,2,3,54803.0,45,65,404,0,92,28,27,142,2,6,2,9,4,0,0,56,693,1,2
5125,2,1,79530.0,266,64,333,0,815,129,42,29,1,4,10,11,2,0,0,65,1348,0,0
4432,2,0,31615.0,209,82,2,3,20,6,11,9,2,2,0,3,7,0,0,49,51,1,1
5955,2,4,72025.0,108,27,833,33,549,151,133,233,1,4,3,8,3,0,0,63,1932,0,0
2928,4,3,52614.0,3,63,789,0,142,12,9,38,2,2,4,8,8,0,0,50,990,1,3
5680,0,1,35684.0,564,66,10,4,7,0,6,3,1,1,0,3,6,0,0,41,30,1,1
10313,2,1,48178.0,96,69,159,4,45,6,2,38,6,5,1,4,8,0,0,50,254,2,3
2557,3,3,29548.0,366,52,7,1,6,3,1,11,1,1,1,2,4,0,0,55,29,1,1
1245,2,3,63810.0,103,45,977,12,253,16,12,101,4,4,3,12,8,0,0,59,1371,1,2
1519,4,3,38578.0,301,2,38,4,22,3,3,3,3,3,0,3,8,0,1,53,73,2,1
10703,3,3,46098.0,42,86,57,0,27,0,0,36,4,3,2,2,8,0,0,50,120,2,1
1726,2,3,22585.0,211,23,3,9,15,13,2,39,1,1,1,2,9,0,1,55,81,0,1
4459,2,3,30279.0,142,13,10,4,14,4,4,1,1,1,0,3,8,0,0,36,37,1,1
1729,4,4,66426.0,180,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,64,1377,1,2
1517,2,3,30822.0,294,92,3,9,13,2,12,12,1,1,0,3,7,0,0,56,51,1,1
2098,4,1,33581.0,339,38,11,0,5,0,0,1,1,1,0,2,8,0,0,56,17,2,1
9543,2,1,19986.0,439,74,3,6,5,0,2,6,1,0,0,3,7,0,0,40,22,1,1
6878,2,5,27421.0,126,14,43,12,96,78,40,55,3,4,1,6,7,0,0,71,324,0,1
3310,0,1,35688.0,46,94,73,3,90,12,1,32,7,4,1,4,8,0,0,52,211,3,3
2724,3,3,36143.0,547,33,12,0,1,0,0,6,1,0,1,2,3,0,0,44,19,1,1
6720,3,4,43795.0,412,11,314,11,53,4,3,107,3,7,3,4,7,0,1,57,492,1,3
6202,2,4,63381.0,19,78,571,50,142,33,50,159,4,4,5,13,2,0,0,65,1005,1,2
2066,2,4,38823.0,54,56,70,0,11,2,8,23,1,2,1,3,6,0,0,76,114,1,1
9799,4,0,83664.0,343,57,866,21,151,28,21,86,3,2,2,12,5,0,0,57,1173,2,2
5642,3,4,62499.0,380,0,140,4,61,0,13,4,2,3,1,6,4,0,0,46,222,1,1
2669,2,3,74293.0,553,66,375,152,335,93,91,81,1,5,4,6,2,0,0,32,1127,0,0
455,4,1,51012.0,241,86,102,9,63,2,9,24,1,4,1,4,6,0,0,79,209,0,1
7683,3,1,70777.0,523,80,554,35,113,0,7,78,3,5,3,12,3,0,0,57,787,1,2
3428,4,4,68682.0,290,56,919,0,505,99,30,45,1,4,9,10,2,0,0,34,1598,0,0
7414,2,1,43824.0,62,18,96,1,42,12,3,32,4,3,1,4,8,0,0,54,186,2,3
798,2,3,23442.0,137,71,2,0,6,8,6,5,1,1,0,3,7,0,0,38,27,1,1
2488,0,0,31395.0,216,80,23,1,25,0,8,7,4,2,1,3,6,0,0,69,64,2,1
9999,2,4,75276.0,73,2,610,105,125,137,42,21,1,9,4,9,5,0,0,60,1040,0,0
7617,2,3,42373.0,352,83,67,5,61,3,8,19,5,2,1,5,5,0,0,51,163,2,1
615,2,4,30507.0,429,29,65,36,74,38,20,110,1,5,1,4,7,0,0,65,343,0,1
2552,4,3,55521.0,418,11,416,0,26,0,0,4,9,6,3,6,7,0,1,70,446,3,3
194,2,1,48006.0,633,55,23,0,11,3,2,2,1,1,0,3,6,0,0,60,41,2,1
3645,4,3,27213.0,54,19,19,3,26,10,9,3,3,2,0,4,8,0,1,53,70,1,1
8890,4,0,65808.0,592,1,155,7,80,13,7,10,3,5,1,5,6,0,0,54,272,2,1
5049,4,4,30351.0,286,19,14,0,24,3,3,2,1,3,0,2,9,0,0,51,46,1,1
9973,2,1,50437.0,86,28,370,9,92,6,9,4,3,7,1,8,7,0,0,62,490,2,3
7301,0,3,23616.0,108,76,4,22,11,3,7,32,2,3,0,3,8,0,1,43,79,1,1
10882,2,1,53858.0,59,50,407,53,221,58,150,26,4,4,3,6,4,0,0,49,915,1,2
7030,4,1,66465.0,223,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,70,1485,1,2
7422,2,3,46923.0,46,90,85,44,54,102,78,6,3,5,1,7,7,0,0,38,369,1,3
3523,2,4,75072.0,164,83,583,34,309,0,22,125,2,5,4,8,3,0,0,63,1073,1,2
7106,4,1,75865.0,548,73,483,0,591,156,0,12,1,3,5,10,1,0,0,82,1242,0,2
6504,0,4,19789.0,444,24,2,5,9,28,6,28,3,2,1,3,5,0,0,50,78,1,1
5067,2,4,80134.0,514,11,966,26,282,52,26,26,1,2,7,11,5,0,0,31,1378,0,0
8581,3,1,49505.0,253,4,604,0,100,19,0,28,9,10,2,8,8,0,0,54,751,2,3
5929,4,1,37401.0,598,14,19,3,19,3,1,3,2,2,0,3,7,0,0,52,48,1,1
3129,2,1,30096.0,585,30,5,3,11,12,5,9,1,2,0,3,6,0,0,42,45,1,1
1361,3,1,82584.0,229,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,51,1435,0,0
7284,2,1,48686.0,235,8,10,0,7,2,0,1,1,1,0,2,8,0,0,72,20,3,1
8746,2,1,75433.0,576,28,800,0,297,0,34,57,2,2,5,10,6,0,0,36,1188,1,2
3767,2,1,61314.0,247,1,378,0,189,97,172,172,2,5,5,12,3,0,0,57,1008,1,0
4324,2,1,42387.0,97,42,235,0,235,19,4,191,5,8,1,7,8,0,0,36,684,1,3
238,0,4,67309.0,164,76,515,47,181,149,95,95,15,9,6,9,7,0,0,58,1082,2,3
6694,2,1,75236.0,448,27,438,66,400,12,38,114,1,8,3,13,4,0,0,61,1068,1,2
498,2,3,30015.0,508,28,25,0,22,2,3,5,2,1,0,4,5,0,0,55,57,1,1
9347,3,4,50943.0,300,49,31,0,7,2,0,6,1,1,0,3,5,0,0,69,46,1,1
9699,2,0,67272.0,474,12,357,35,271,28,28,14,3,6,2,12,5,0,0,59,733,1,2
10664,3,5,51529.0,317,14,400,4,35,6,0,22,2,9,1,5,8,0,0,76,467,1,3
5455,4,1,32011.0,359,89,99,0,15,2,1,5,3,2,1,4,7,0,0,54,122,1,1
5012,2,1,28691.0,230,56,5,4,13,8,0,4,1,1,0,3,8,0,0,36,34,1,1
7495,4,1,56223.0,473,72,77,28,31,16,0,4,2,2,1,5,4,0,0,77,156,1,1
10642,2,3,30279.0,142,13,10,4,14,4,4,1,1,1,0,3,8,0,0,36,37,1,1
2106,0,1,20130.0,534,99,0,6,3,7,6,12,1,1,0,3,8,0,0,51,34,0,1
10364,2,0,23295.0,320,72,0,0,1,2,12,5,1,1,0,2,8,0,0,66,20,0,1
5954,3,0,42618.0,378,92,76,14,74,13,5,10,2,5,0,4,8,0,0,53,192,1,1
1137,2,3,81246.0,482,87,398,190,537,61,156,37,1,4,5,7,1,0,0,61,1379,0,0
2541,2,1,24027.0,374,7,14,7,11,11,0,5,2,2,0,3,8,0,0,49,48,1,1
1142,4,1,55707.0,475,91,208,7,82,30,66,35,2,3,2,9,3,0,0,72,428,1,2
2276,2,3,57959.0,175,71,430,16,322,43,24,33,5,4,7,11,3,0,0,70,868,1,2
2807,2,1,56796.0,186,24,656,38,161,62,47,37,3,8,9,7,7,0,0,56,1001,1,2
6471,3,3,36230.0,413,17,14,2,30,8,2,3,1,2,0,4,5,0,0,54,59,1,1
6131,0,1,70829.0,154,87,141,70,106,72,19,23,2,4,2,8,3,0,0,45,431,2,2
6233,2,1,65991.0,28,21,507,19,364,25,47,9,3,9,5,10,7,0,0,49,971,1,2
4148,2,1,38988.0,44,90,164,24,103,12,3,42,7,5,1,6,8,0,0,53,348,3,3
3225,3,1,42207.0,146,71,116,11,72,3,17,46,4,4,1,5,6,0,1,41,265,1,3
7540,2,1,50300.0,588,52,143,15,60,24,23,5,2,2,1,8,2,0,0,73,270,1,1
10648,0,4,66664.0,71,78,398,96,447,220,96,32,1,5,7,6,3,0,0,43,1289,0,0
1992,2,1,60597.0,485,2,522,0,257,32,16,66,4,2,2,8,7,0,1,61,893,1,3
7851,2,5,70165.0,390,60,161,0,253,199,191,122,1,3,7,11,1,0,0,76,926,0,0
8594,4,5,50520.0,503,25,112,0,6,2,1,14,2,3,1,3,6,0,0,67,135,1,1
7059,2,1,80124.0,613,47,483,84,398,205,84,241,1,3,7,8,1,0,0,62,1495,0,0
2815,2,1,33183.0,522,46,7,5,39,17,15,37,2,4,0,3,7,0,0,50,120,1,1
2416,4,3,66582.0,529,83,789,25,420,16,38,0,1,2,8,9,1,0,0,56,1288,0,2
7999,4,4,75261.0,245,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,70,1743,0,2
9213,2,5,31880.0,99,13,4,1,5,2,0,3,1,1,0,2,8,0,0,55,15,1,1
9697,2,1,53790.0,596,86,335,42,127,28,5,5,3,7,2,8,6,0,0,74,542,2,2
3916,4,4,49269.0,39,92,639,8,166,11,8,58,3,7,3,12,7,0,0,54,890,1,3
2021,2,1,61456.0,220,47,563,76,384,84,192,89,4,6,10,13,4,0,0,50,1388,1,0
1581,2,1,37406.0,406,18,2,0,8,2,2,3,1,1,0,2,8,0,1,45,17,1,1
564,4,4,56937.0,12,81,746,8,125,11,8,8,7,8,6,9,6,0,1,44,906,1,3
6619,2,1,38415.0,171,91,22,1,13,4,0,4,2,1,0,3,7,0,0,47,44,2,1
9081,2,3,20518.0,583,58,4,1,6,4,1,9,1,1,1,2,5,0,0,37,25,1,1
178,2,1,62503.0,188,40,478,0,193,110,75,117,4,8,3,11,5,0,0,69,973,1,2
916,4,3,41644.0,632,67,20,3,4,2,0,2,2,1,0,3,3,0,0,53,31,2,1
5512,3,1,55842.0,586,19,451,0,39,0,4,24,1,7,1,8,5,0,0,48,518,1,2
8970,4,1,62010.0,91,93,371,22,39,6,0,92,4,6,2,7,5,0,0,53,530,1,3
10581,2,1,41124.0,99,41,281,7,84,15,0,119,7,7,3,4,8,0,0,48,506,1,3
5300,3,1,38961.0,483,60,19,7,19,0,1,24,1,2,1,2,7,0,0,52,70,1,1
5154,3,0,37760.0,434,54,26,3,13,2,10,0,1,2,0,3,6,0,0,53,54,1,1
8346,2,3,32233.0,43,26,138,15,35,25,11,72,2,6,2,2,9,0,1,51,296,1,3
1676,2,1,43057.0,426,30,213,2,44,0,2,5,4,4,2,5,5,0,0,50,266,1,1
9286,3,4,83151.0,79,93,407,28,100,120,74,18,1,5,9,4,3,0,0,65,747,0,0
2426,4,0,78825.0,61,35,483,74,114,169,37,18,1,5,10,13,3,0,1,61,895,0,0
5172,3,4,65104.0,439,4,738,0,232,13,20,50,2,3,5,7,7,0,0,49,1053,1,2
5562,2,1,60093.0,305,92,502,12,109,16,6,90,2,7,2,10,6,0,0,51,735,1,2
3921,0,5,28457.0,96,96,24,1,108,29,29,14,1,4,1,4,8,0,0,73,205,0,1
3403,4,4,78952.0,70,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,67,2092,1,0
22,2,0,46310.0,11,99,185,2,88,15,5,14,2,6,1,5,8,0,0,49,309,1,3
10965,2,4,76005.0,192,72,983,20,389,240,50,40,1,3,5,13,6,0,0,70,1722,0,0
9426,3,3,58308.0,454,77,691,0,69,10,0,130,4,2,6,3,8,0,0,61,900,1,3
6605,4,0,55614.0,450,85,504,13,131,8,0,26,1,9,4,6,7,0,0,81,682,0,2
3136,3,0,59432.0,236,88,317,25,265,25,19,12,3,5,3,11,5,0,0,63,663,1,2
8737,2,0,55563.0,576,22,29,1,9,2,0,2,1,2,0,3,3,0,0,47,43,1,1
11088,4,4,78642.0,243,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,54,1816,1,2
716,4,4,67911.0,585,63,529,0,356,63,28,0,3,6,7,11,3,0,0,76,976,1,2
466,2,1,65275.0,201,9,388,14,218,91,14,21,1,4,3,13,2,0,0,81,746,0,2
9135,2,4,27203.0,22,92,13,2,21,4,0,24,2,1,1,2,8,0,0,75,64,2,1
10623,3,4,48330.0,440,2,28,0,4,0,0,0,1,1,0,3,5,0,0,64,32,1,1
8151,1,1,24279.0,141,6,16,36,21,20,62,108,1,4,1,3,8,0,0,35,263,0,1
5140,4,1,64355.0,48,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,40,1445,1,2
10160,3,4,50943.0,300,49,31,0,7,2,0,6,1,1,0,3,5,0,0,69,46,1,1
4945,2,5,53653.0,30,29,815,10,239,28,10,108,2,10,4,12,6,0,0,72,1210,0,2
10584,2,1,65665.0,182,77,225,162,387,106,36,29,1,5,10,8,3,0,0,49,945,1,0
6071,2,3,81217.0,326,77,493,70,324,146,40,84,1,3,7,11,1,0,0,36,1157,0,0
3386,2,1,34935.0,300,71,34,4,66,3,10,20,1,2,1,4,7,0,0,33,137,0,1
8939,2,0,61250.0,129,49,382,138,65,60,26,59,6,5,2,12,5,0,0,66,730,1,2
9925,4,4,39665.0,274,97,127,1,56,0,1,31,3,4,2,3,7,0,0,44,216,1,1
4320,2,3,60152.0,221,6,325,83,300,86,58,91,1,6,4,12,3,0,0,46,943,1,0
5389,2,1,48920.0,416,93,238,17,68,8,10,6,3,6,2,5,7,0,0,61,347,2,3
182,4,4,44124.0,431,62,284,0,55,0,6,52,4,6,2,5,8,0,0,79,397,1,3
203,3,3,81169.0,237,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,50,2089,0,0
11025,2,1,36443.0,199,9,65,0,46,4,3,20,4,3,1,3,8,0,0,64,138,2,1
10203,2,3,26095.0,309,77,11,7,9,3,1,11,1,1,0,3,7,0,0,35,42,1,1
4607,2,4,71367.0,360,24,227,23,389,42,21,75,1,4,5,7,2,0,0,66,777,0,2
3711,3,1,80184.0,487,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,81,1902,0,0
3696,2,0,30630.0,502,67,27,1,12,2,0,10,2,2,0,3,7,0,0,60,52,2,1
2532,3,3,73454.0,487,95,982,73,351,56,14,175,1,2,4,6,5,0,0,38,1651,0,0
9214,2,1,42691.0,353,48,179,2,64,38,17,58,1,5,1,6,5,0,0,34,358,0,1
4943,2,1,70503.0,76,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,72,1727,0,2
35,2,1,25545.0,35,35,32,1,64,16,12,85,3,2,2,3,6,0,1,38,210,1,1
2258,2,1,32880.0,16,76,8,4,15,7,6,2,1,1,0,3,8,0,0,39,42,1,1
4322,4,4,77863.0,450,20,881,38,319,16,25,12,1,4,5,10,2,0,0,67,1291,0,2
713,3,1,50353.0,627,72,141,15,153,67,31,35,1,4,4,6,3,0,0,48,442,0,2
4702,2,3,61839.0,122,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,61,1895,0,0
3281,4,1,49154.0,205,69,206,10,67,30,27,71,6,4,1,8,6,0,0,65,411,2,3
702,0,5,47682.0,185,80,162,61,83,97,57,61,4,4,3,8,5,0,0,50,521,1,2
2004,2,3,72679.0,386,65,619,54,260,127,54,54,1,4,7,5,1,0,0,56,1168,1,0
4769,3,4,57954.0,605,52,456,4,24,0,0,9,7,8,2,6,7,0,0,48,493,2,3
4437,2,1,65316.0,246,65,112,6,92,3,9,38,2,3,2,5,4,0,0,63,260,2,1
8724,2,3,28567.0,296,57,11,3,22,2,2,6,2,2,0,3,6,0,0,43,46,1,1
10741,3,4,47352.0,430,70,172,12,112,8,0,15,4,6,1,5,7,0,0,74,319,1,3
1991,2,4,44931.0,494,0,78,0,11,0,0,7,1,2,1,3,5,0,0,58,96,1,1
6931,2,0,76982.0,515,19,464,151,292,65,60,30,1,8,3,4,4,0,1,58,1062,0,0
11096,0,4,57247.0,346,50,99,4,32,37,54,6,2,2,1,7,2,0,0,73,232,1,1
304,3,3,22944.0,476,67,19,3,19,4,5,26,3,3,0,3,7,0,0,44,76,1,1
3665,0,4,25315.0,318,46,1,9,8,11,3,22,3,3,0,3,8,0,0,48,54,1,1
10591,2,5,43638.0,22,37,63,10,83,7,19,19,2,4,1,4,7,0,0,56,201,1,1
5036,4,3,42710.0,119,38,252,3,42,4,3,102,2,4,5,3,6,0,0,41,406,1,3
7822,2,4,54058.0,229,56,198,18,252,32,108,54,2,4,6,8,3,0,0,49,662,1,2
8541,0,1,24683.0,624,98,8,4,10,6,7,6,2,2,0,4,5,0,0,35,41,1,1
4368,2,1,47850.0,206,72,42,7,43,20,12,10,1,3,0,4,6,0,0,45,134,1,1
9671,2,1,19514.0,501,47,14,3,21,2,1,28,4,3,1,2,8,0,1,57,69,2,1
2256,3,1,27159.0,546,33,17,0,3,0,0,1,2,1,0,3,6,0,0,52,21,2,1
4279,0,3,39548.0,548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,62,54,2,1
5371,2,3,21474.0,625,0,6,16,24,11,0,34,2,3,1,2,7,0,1,36,91,1,1
9240,4,3,60504.0,618,73,458,0,24,6,4,34,2,6,2,8,6,0,0,54,526,1,2
9460,2,1,22419.0,241,74,30,3,47,19,21,42,1,3,2,2,8,0,0,62,162,0,1
9504,3,1,81698.0,291,4,179,28,520,111,123,47,1,3,8,13,1,0,1,76,1008,0,0
8692,2,4,43462.0,123,50,90,17,97,15,6,15,6,4,1,5,8,0,0,73,240,2,3
448,4,3,54880.0,145,57,308,85,137,102,45,118,2,6,2,11,5,0,0,47,795,1,2
8314,2,1,79908.0,254,30,557,129,761,29,185,111,1,5,6,7,2,0,0,43,1772,0,0
7685,2,1,33039.0,377,4,30,8,12,8,8,12,1,2,0,4,5,0,0,47,78,1,1
3179,2,3,81741.0,295,75,249,153,940,58,134,38,0,6,6,7,2,0,0,45,1572,0,0
9780,3,4,71499.0,304,12,465,25,132,136,0,37,2,8,3,13,4,0,0,54,795,1,2
10681,0,1,62466.0,492,13,129,129,259,168,121,83,5,6,3,12,4,0,0,55,889,1,0
10232,4,0,48799.0,260,9,174,18,81,28,6,24,3,3,2,7,3,0,0,62,331,1,2
4184,4,4,52157.0,622,48,189,2,29,3,2,40,2,3,2,5,4,0,0,75,265,1,1
9120,2,3,66565.0,21,80,747,10,161,65,40,42,4,4,2,9,8,0,0,63,1065,1,3
891,3,4,29298.0,317,60,6,0,2,2,0,1,1,1,0,2,5,0,0,74,11,2,1
10381,2,3,47691.0,256,43,14,0,3,0,0,4,1,1,0,2,6,0,0,46,21,1,1
3525,2,4,38200.0,31,19,12,0,4,0,0,1,1,1,0,2,7,0,0,55,17,2,1
6818,2,1,44989.0,123,26,98,0,106,49,10,106,5,5,1,5,6,0,0,51,369,1,3
3526,4,1,38443.0,502,58,32,0,5,0,0,1,2,1,0,3,7,0,0,57,38,2,1
8181,0,3,38593.0,381,42,51,12,49,17,24,24,3,4,1,3,8,0,0,47,177,1,1
1029,4,4,64413.0,150,27,200,5,44,0,10,20,1,5,1,5,5,0,0,55,279,1,1
7369,3,1,36959.0,180,56,25,6,25,6,0,0,2,2,0,3,8,0,0,44,62,1,1
2574,4,1,61996.0,170,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,48,1230,1,2
8159,2,1,51287.0,488,10,117,0,22,13,0,30,3,4,1,3,7,0,0,57,182,2,1
10242,4,4,47472.0,384,39,56,0,11,0,0,8,2,2,0,4,5,0,0,59,75,2,1
5253,3,4,54603.0,375,85,145,13,46,17,2,4,6,4,2,4,7,0,0,69,227,2,3
5966,4,1,45207.0,80,64,203,0,10,0,0,2,5,3,1,6,6,0,0,51,215,2,3
5314,2,4,40689.0,211,69,270,3,27,39,6,99,7,7,1,5,8,0,0,74,444,1,3
5081,0,4,47821.0,416,54,9,0,16,6,6,10,1,1,0,3,8,0,0,58,47,2,1
5123,3,1,27450.0,238,57,37,12,23,8,11,52,1,2,1,3,7,0,0,74,143,0,1
5756,2,4,39453.0,530,64,46,0,7,0,0,2,2,2,0,3,6,0,0,42,55,1,1
8036,0,4,26850.0,560,10,31,1,13,7,2,9,4,2,1,4,4,0,0,54,63,2,1
9058,2,5,79800.0,69,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,70,1867,0,0
5057,3,1,61794.0,382,74,264,47,188,54,47,11,2,4,4,10,2,0,0,64,611,1,2
254,2,4,53863.0,582,4,399,4,30,6,4,30,3,7,1,7,7,0,0,70,473,1,3
4179,2,4,24221.0,357,94,8,9,9,2,5,22,1,1,1,3,4,0,0,66,55,0,1
3710,4,3,39684.0,124,41,19,0,35,6,4,17,2,2,1,2,7,1,1,41,81,1,1
4501,3,3,69882.0,407,94,292,127,635,132,127,165,1,3,7,9,1,0,0,60,1478,0,0
6424,2,4,33178.0,505,9,12,6,2,11,2,16,1,1,0,3,4,0,0,48,49,1,1
3075,4,1,59973.0,435,47,130,30,168,20,34,0,1,3,4,7,1,0,0,53,382,0,2
5252,2,0,23910.0,94,80,16,12,18,7,1,13,1,2,0,3,7,0,0,56,67,1,1
7444,3,1,42169.0,415,20,19,0,9,0,0,2,2,1,0,3,8,0,0,56,30,2,1
6919,0,1,26224.0,229,39,4,7,15,13,9,15,3,2,1,3,6,0,0,47,63,1,1
3537,2,4,31089.0,41,57,31,3,31,2,8,4,3,3,0,4,8,0,0,44,79,1,1
10277,2,3,30081.0,191,27,36,0,2,0,0,4,1,1,0,3,7,0,0,64,42,1,1
2453,2,4,62807.0,55,83,526,28,135,10,21,99,3,5,3,12,5,0,0,65,819,1,2
7972,2,3,72906.0,385,79,400,32,519,71,75,54,1,3,4,9,1,0,0,70,1151,0,0
895,4,1,61467.0,60,69,410,16,114,0,5,49,3,5,2,10,5,0,0,77,594,2,3
1177,3,4,49618.0,167,77,80,3,26,4,2,14,4,3,1,3,7,0,0,59,129,2,1
7141,3,3,21888.0,141,15,88,10,46,2,3,64,4,5,1,2,10,0,1,39,213,1,3
7232,2,5,42429.0,641,99,55,0,6,2,0,4,2,1,1,3,5,0,0,52,67,1,1
8477,2,0,26150.0,429,61,5,1,13,3,5,1,1,1,0,3,7,0,0,69,28,3,1
2457,1,1,30801.0,94,23,8,4,5,15,2,11,2,1,0,3,7,0,0,50,45,1,1
988,2,1,81168.0,621,84,410,0,592,147,22,22,1,6,4,7,3,0,0,60,1193,0,0
7930,3,3,26877.0,356,74,101,13,76,20,18,40,2,3,1,6,6,0,0,56,268,0,1
4587,3,5,45006.0,325,90,162,25,53,16,0,10,1,3,1,7,3,0,0,81,266,0,1
6222,2,1,22574.0,424,28,25,0,8,2,0,2,2,2,0,3,7,0,0,58,37,3,1
10299,4,3,48240.0,59,73,389,91,248,64,49,41,3,6,3,13,5,0,1,56,882,0,2
3083,2,1,45837.0,333,88,215,13,87,17,17,24,5,6,2,5,7,0,0,51,373,2,3
8953,3,3,35791.0,285,94,27,0,5,0,0,3,2,1,0,3,8,0,0,60,35,3,1
